subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
5650,8,368,add,right,-1,-1,-1,-1,34,51,3,-1,322803
5650,8,454,add,right,-1,-1,-1,-1,43,38,4,-1,324278
5650,8,6144,mult,left,4,16,64,1,42,57,5,-1,331447
5650,8,6175,add,right,6,9,15,1,37,37,6,-1,338664
5650,8,2734,add,right,4,15,19,1,39,46,7,-1,342431
5650,8,3919,mult,left,12,12,144,1,38,56,8,-1,347389
5698,5,1292,mult,left,-1,-1,-1,-1,28,59,1,-2,205671
5698,5,486,add,right,-1,-1,-1,-1,20,48,2,-2,207169
5698,5,532,mult,left,-1,-1,-1,-1,24,59,3,-2,208711
5698,5,353,add,right,-1,-1,-1,-1,40,53,4,-2,210076
5698,5,5255,add,right,12,18,30,1,26,66,5,-2,216343
5698,8,1171,mult,left,-1,-1,-1,-1,43,62,1,-1,220779
5698,8,404,mult,left,-1,-1,-1,-1,42,57,2,-1,222193
5698,8,424,add,right,-1,-1,-1,-1,61,63,3,-1,223628
5698,8,444,mult,left,-1,-1,-1,-1,45,62,4,-1,225084
5698,8,4064,add,right,2,7,9,1,46,50,5,-1,230161
5698,8,1797,add,right,6,14,20,1,53,57,6,-1,232969
5698,8,2432,add,right,6,15,21,1,38,50,7,-1,236412
5698,8,2226,add,right,4,11,15,1,49,48,8,-1,239648
5468,5,2691,add,left,-1,-1,-1,-1,69,46,1,-2,370066
5468,5,1195,add,left,-1,-1,-1,-1,58,43,2,-2,372269
5468,5,933,mult,right,-1,-1,-1,-1,60,47,3,-2,374216
5468,5,733,mult,right,-1,-1,-1,-1,48,47,4,-2,375960
5468,5,7025,add,left,9,14,23,1,56,34,5,-2,383999
5468,8,1234,mult,right,-1,-1,-1,-1,61,44,1,-1,390577
5468,8,809,add,left,-1,-1,-1,-1,50,62,2,-1,392395
5468,8,534,mult,right,-1,-1,-1,-1,50,61,3,-1,393937
5468,8,546,mult,right,-1,-1,-1,-1,69,52,4,-1,395496
5468,8,3479,add,left,22,22,44,1,63,64,5,-1,399988
5468,8,29148,-1,-1,12,21,460,0,59,64,6,-1,430144
5468,8,6337,add,left,19,21,40,1,67,60,7,-1,437491
5468,8,6461,add,left,16,23,39,1,51,58,8,-1,444960
5190,5,4720,mult,right,-1,-1,-1,-1,71,36,1,-2,439018
5190,5,1191,add,left,-1,-1,-1,-1,54,25,2,-2,441222
5190,5,978,mult,right,-1,-1,-1,-1,57,30,3,-2,443212
5190,5,863,add,left,-1,-1,-1,-1,46,40,4,-2,445088
5190,5,4815,mult,right,6,11,66,1,62,44,5,-2,450912
5190,8,1345,mult,right,-1,-1,-1,-1,45,73,1,-1,455339
5190,8,375,add,left,-1,-1,-1,-1,54,74,2,-1,456727
5190,8,662,add,left,-1,-1,-1,-1,39,61,3,-1,458397
5190,8,450,mult,right,-1,-1,-1,-1,28,66,4,-1,459861
5190,8,6030,add,left,10,11,21,1,35,78,5,-1,466902
5190,8,3940,add,left,7,23,30,1,44,74,6,-1,471851
5190,8,3059,add,left,3,12,15,1,47,57,7,-1,475924
5190,8,6574,add,left,13,24,37,1,40,66,8,-1,483511
5559,5,1645,mult,right,-1,-1,-1,-1,60,34,1,-2,220231
5559,5,807,add,left,-1,-1,-1,-1,36,37,2,-2,222049
5559,5,366,add,left,-1,-1,-1,-1,53,48,3,-2,223427
5559,5,326,add,left,-1,-1,-1,-1,51,41,4,-2,224766
5559,5,9486,add,left,9,23,32,1,46,40,5,-2,235262
5559,8,3508,add,left,-1,-1,-1,-1,64,44,1,-1,262414
5559,8,449,add,left,-1,-1,-1,-1,70,45,2,-1,263874
5559,8,481,mult,right,-1,-1,-1,-1,64,48,3,-1,265363
5559,8,624,add,left,-1,-1,-1,-1,52,47,4,-1,266996
5559,8,5233,mult,right,3,6,18,1,64,50,5,-1,273237
5559,8,6046,add,left,17,20,37,1,66,61,6,-1,280289
5559,8,7754,mult,right,2,9,18,1,63,50,7,-1,289056
5559,8,2787,add,left,1,4,5,1,42,52,8,-1,292851
4651,5,2605,mult,right,-1,-1,-1,-1,51,33,1,-2,413124
4651,5,664,mult,right,-1,-1,-1,-1,51,26,2,-2,414795
4651,5,620,add,left,-1,-1,-1,-1,60,37,3,-2,416428
4651,5,879,add,left,-1,-1,-1,-1,63,43,4,-2,418318
4651,5,6953,add,left,11,19,30,1,82,29,5,-2,426280
4651,8,1491,mult,right,-1,-1,-1,-1,52,31,1,-1,433332
4651,8,555,mult,right,-1,-1,-1,-1,66,39,2,-1,434898
4651,8,632,add,left,-1,-1,-1,-1,53,27,3,-1,436542
4651,8,896,add,left,-1,-1,-1,-1,48,48,4,-1,438448
4651,8,2536,mult,right,6,6,36,1,41,39,5,-1,441994
4651,8,6354,add,left,13,23,36,1,51,37,6,-1,449362
4651,8,7092,add,left,11,13,24,1,50,36,7,-1,457465
4651,8,4043,add,left,14,17,31,1,56,40,8,-1,462523
5187,5,6891,mult,right,-1,-1,-1,-1,45,51,1,-2,265556
5187,5,1083,mult,right,-1,-1,-1,-1,34,62,2,-2,267653
5187,5,556,add,left,-1,-1,-1,-1,47,68,3,-2,269226
5187,5,611,mult,right,-1,-1,-1,-1,28,61,4,-2,270846
5187,5,3179,mult,right,9,9,81,1,49,54,5,-2,275040
5187,8,1499,mult,right,-1,-1,-1,-1,57,38,1,-1,280244
5187,8,404,add,left,-1,-1,-1,-1,43,41,2,-1,281667
5187,8,457,mult,right,-1,-1,-1,-1,46,38,3,-1,283144
5187,8,337,mult,right,-1,-1,-1,-1,30,34,4,-1,284499
5187,8,13613,mult,right,9,20,180,1,38,62,5,-1,299133
5187,8,3521,add,left,2,9,11,1,53,44,6,-1,303669
5187,8,17050,mult,right,15,21,315,1,33,47,7,-1,321732
5187,8,2478,add,left,1,10,11,1,35,41,8,-1,325225
4523,5,9602,add,left,-1,-1,-1,-1,40,35,1,-2,237939
4523,5,655,add,left,-1,-1,-1,-1,41,41,2,-2,239615
4523,5,412,mult,right,-1,-1,-1,-1,53,29,3,-2,241051
4523,5,748,add,left,-1,-1,-1,-1,46,30,4,-2,242822
4523,5,8946,mult,right,8,19,152,1,50,38,5,-2,252781
4523,8,1049,mult,right,-1,-1,-1,-1,76,39,1,-1,256614
4523,8,993,add,left,-1,-1,-1,-1,62,29,2,-1,258619
4523,8,427,mult,right,-1,-1,-1,-1,70,30,3,-1,260064
4523,8,362,add,left,-1,-1,-1,-1,77,45,4,-1,261446
4523,8,42173,add,left,17,23,40,1,74,36,5,-1,304638
4523,8,5625,mult,right,1,19,19,1,48,42,6,-1,311284
4523,8,7166,mult,right,8,12,96,1,78,35,7,-1,319464
4523,8,2332,mult,right,8,8,64,1,67,20,8,-1,322808
5509,5,3078,mult,right,-1,-1,-1,-1,33,47,1,-2,462218
5509,5,1666,add,left,-1,-1,-1,-1,36,55,2,-2,464896
5509,5,3439,add,left,-1,-1,-1,-1,44,58,3,-2,469349
5509,5,857,mult,right,-1,-1,-1,-1,47,63,4,-2,471216
5509,5,22246,-1,-1,8,24,162,0,34,79,5,-2,494472
5509,8,3266,add,left,-1,-1,-1,-1,64,57,1,-1,503174
5509,8,1330,mult,right,-1,-1,-1,-1,59,45,2,-1,505514
5509,8,4566,mult,right,-1,-1,-1,-1,49,42,3,-1,511089
5509,8,521,add,left,-1,-1,-1,-1,75,38,4,-1,512617
5509,8,47533,add,left,16,18,34,1,56,49,5,-1,561160
5509,8,10149,add,left,8,12,20,1,53,43,6,-1,572322
5509,8,14625,add,left,11,23,34,1,72,53,7,-1,587957
5509,8,2514,mult,right,7,11,77,1,59,60,8,-1,591480
4988,5,2579,mult,right,-1,-1,-1,-1,65,33,1,-2,268692
4988,5,1182,add,left,-1,-1,-1,-1,29,45,2,-2,270910
4988,5,541,add,left,-1,-1,-1,-1,67,51,3,-2,272481
4988,5,621,mult,right,-1,-1,-1,-1,52,34,4,-2,274131
4988,5,18730,mult,right,20,22,440,1,43,46,5,-2,293886
4988,8,1302,mult,right,-1,-1,-1,-1,33,41,1,-1,299130
4988,8,417,mult,right,-1,-1,-1,-1,26,57,2,-1,300581
4988,8,1097,add,left,-1,-1,-1,-1,23,47,3,-1,302709
4988,8,473,mult,right,-1,-1,-1,-1,58,51,4,-1,304207
4988,8,7629,add,left,6,23,29,1,38,46,5,-1,312864
4988,8,3471,add,left,10,13,23,1,45,48,6,-1,317361
4988,8,4191,add,left,16,17,33,1,41,48,7,-1,322580
4988,8,2757,add,left,9,18,27,1,35,43,8,-1,326366
3193,5,1908,add,right,-1,-1,-1,-1,53,41,1,-2,401764
3193,5,565,add,right,-1,-1,-1,-1,59,52,2,-2,403342
3193,5,1252,mult,left,-1,-1,-1,-1,44,52,3,-2,405603
3193,5,529,add,right,-1,-1,-1,-1,43,55,4,-2,407144
3193,5,27407,mult,left,8,23,184,1,37,43,5,-2,435560
3193,8,1864,add,right,-1,-1,-1,-1,21,57,1,-1,443859
3193,8,559,mult,left,-1,-1,-1,-1,33,57,2,-1,445432
3193,8,476,mult,left,-1,-1,-1,-1,35,43,3,-1,446920
3193,8,455,mult,left,-1,-1,-1,-1,35,67,4,-1,448387
3193,8,6073,add,right,8,24,32,1,20,53,5,-1,455470
3193,8,16426,mult,left,10,18,180,1,25,55,6,-1,472909
3193,8,6049,add,right,23,23,46,1,21,54,7,-1,479970
3193,8,2665,add,right,10,14,24,1,32,65,8,-1,483645
2306,5,2706,add,right,-1,-1,-1,-1,44,56,1,-2,461149
2306,5,1147,mult,left,-1,-1,-1,-1,36,36,2,-2,463303
2306,5,575,add,right,-1,-1,-1,-1,44,51,3,-2,464886
2306,5,1884,mult,left,-1,-1,-1,-1,35,41,4,-2,467780
2306,5,13063,add,right,14,16,30,1,39,53,5,-2,481855
2306,8,1774,add,right,-1,-1,-1,-1,44,39,1,-1,489053
2306,8,545,mult,left,-1,-1,-1,-1,48,47,2,-1,490611
2306,8,359,add,right,-1,-1,-1,-1,61,49,3,-1,491984
2306,8,350,mult,left,-1,-1,-1,-1,37,44,4,-1,493348
2306,8,3128,add,right,8,22,30,1,46,38,5,-1,497487
2306,8,11976,mult,left,8,24,192,1,53,34,6,-1,510473
2306,8,6679,add,right,18,19,37,1,44,29,7,-1,518161
2306,8,4285,add,right,15,19,34,1,51,35,8,-1,523459
5274,5,1462,add,left,-1,-1,-1,-1,80,56,1,-2,196207
5274,5,407,mult,right,-1,-1,-1,-1,53,55,2,-2,197622
5274,5,331,add,left,-1,-1,-1,-1,55,46,3,-2,198960
5274,5,429,add,left,-1,-1,-1,-1,48,53,4,-2,200396
5274,5,14666,-1,-1,11,24,33,0,71,36,5,-2,216068
5274,8,1127,add,left,-1,-1,-1,-1,47,75,1,-1,222138
5274,8,262,mult,right,-1,-1,-1,-1,27,48,2,-1,223407
5274,8,318,add,left,-1,-1,-1,-1,36,58,3,-1,224732
5274,8,315,mult,right,-1,-1,-1,-1,26,61,4,-1,226054
5274,8,5305,mult,right,6,21,126,1,35,72,5,-1,232367
5274,8,4616,add,left,6,20,26,1,29,51,6,-1,237990
5274,8,2543,add,left,17,20,37,1,37,65,7,-1,241540
5274,8,3563,add,left,5,16,21,1,34,64,8,-1,246110
5696,5,2676,mult,left,-1,-1,-1,-1,93,51,1,-2,464325
5696,5,671,add,right,-1,-1,-1,-1,66,25,2,-2,466017
5696,5,860,add,right,-1,-1,-1,-1,81,30,3,-2,467887
5696,5,653,add,right,-1,-1,-1,-1,59,37,4,-2,469560
5696,5,17827,add,right,16,16,32,1,67,40,5,-2,488398
5696,8,1300,mult,left,-1,-1,-1,-1,49,26,1,-1,495286
5696,8,543,add,right,-1,-1,-1,-1,42,46,2,-1,496844
5696,8,412,add,right,-1,-1,-1,-1,53,42,3,-1,498280
5696,8,580,add,right,-1,-1,-1,-1,58,21,4,-1,499868
5696,8,31716,mult,left,13,22,286,1,47,41,5,-1,532599
5696,8,13434,mult,left,6,20,120,1,48,41,6,-1,547048
5696,8,8066,add,right,16,24,40,1,61,40,7,-1,556135
5696,8,6850,add,right,15,23,38,1,39,43,8,-1,564006
4428,5,3956,add,left,-1,-1,-1,-1,52,60,1,-2,389663
4428,5,4522,add,left,-1,-1,-1,-1,47,48,2,-2,395198
4428,5,1953,mult,right,-1,-1,-1,-1,64,61,3,-2,398159
4428,5,690,mult,right,-1,-1,-1,-1,52,71,4,-2,399860
4428,5,29625,add,left,23,24,47,1,54,51,5,-2,430492
4428,8,1977,mult,right,-1,-1,-1,-1,51,57,1,-1,436577
4428,8,601,add,left,-1,-1,-1,-1,42,55,2,-1,438192
4428,8,432,mult,right,-1,-1,-1,-1,49,49,3,-1,439637
4428,8,512,mult,right,-1,-1,-1,-1,61,60,4,-1,441160
4428,8,11899,add,left,2,23,25,1,48,66,5,-1,454070
4428,8,23865,mult,right,16,16,256,1,70,58,6,-1,478949
4428,8,3290,add,left,4,21,25,1,62,59,7,-1,483250
4428,8,4485,add,left,16,20,36,1,58,75,8,-1,488742
5631,5,2675,add,right,-1,-1,-1,-1,21,54,1,-2,5705015
5631,5,557,add,right,-1,-1,-1,-1,13,62,2,-2,5706588
5631,5,532,mult,left,-1,-1,-1,-1,36,65,3,-2,5708134
5631,5,815,mult,left,-1,-1,-1,-1,17,55,4,-2,5709962
5631,5,2922,add,right,4,7,11,1,24,69,5,-2,5713900
5631,8,1604,mult,left,-1,-1,-1,-1,40,59,1,-1,5720022
5631,8,575,mult,left,-1,-1,-1,-1,28,55,2,-1,5721610
5631,8,889,add,right,-1,-1,-1,-1,47,58,3,-1,5723511
5631,8,691,mult,left,-1,-1,-1,-1,32,75,4,-1,5725215
5631,8,2435,add,right,6,14,20,1,49,61,5,-1,5728662
5631,8,1829,add,right,5,15,20,1,46,53,6,-1,5731502
5631,8,3546,add,right,12,17,29,1,58,60,7,-1,5736064
5631,8,1565,add,right,4,5,9,1,36,72,8,-1,5738644
5151,5,7686,mult,right,-1,-1,-1,-1,44,60,1,-2,520641
5151,5,2574,add,left,-1,-1,-1,-1,61,37,2,-2,524228
5151,5,790,add,left,-1,-1,-1,-1,55,30,3,-2,526030
5151,5,141,mult,right,-1,-1,-1,-1,37,36,4,-2,527184
5151,5,10081,mult,right,8,8,64,1,46,39,5,-2,538275
5151,8,4199,add,left,-1,-1,-1,-1,63,58,1,-1,546664
5151,8,1934,mult,right,-1,-1,-1,-1,59,57,2,-1,549610
5151,8,1011,mult,right,-1,-1,-1,-1,55,52,3,-1,551634
5151,8,1196,mult,right,-1,-1,-1,-1,61,77,4,-1,553843
5151,8,5529,add,left,6,14,20,1,71,43,5,-1,560383
5151,8,7106,add,left,12,18,30,1,55,54,6,-1,568500
5151,8,5215,add,left,21,22,43,1,55,54,7,-1,574729
5151,8,6528,add,left,15,17,32,1,49,51,8,-1,582271
5266,5,2774,add,right,-1,-1,-1,-1,63,68,1,-2,209779
5266,5,1455,mult,left,-1,-1,-1,-1,47,69,2,-2,212246
5266,5,1455,add,right,-1,-1,-1,-1,49,47,3,-2,214712
5266,5,431,mult,left,-1,-1,-1,-1,44,58,4,-2,216157
5266,5,7156,mult,left,6,7,42,1,55,54,5,-2,224325
5266,8,1261,add,right,-1,-1,-1,-1,30,59,1,-1,229410
5266,8,379,mult,left,-1,-1,-1,-1,38,54,2,-1,230803
5266,8,386,add,right,-1,-1,-1,-1,25,67,3,-1,232202
5266,8,452,add,right,-1,-1,-1,-1,43,60,4,-1,233668
5266,8,3983,mult,left,5,13,65,1,34,48,5,-1,238664
5266,8,6206,mult,left,9,14,126,1,41,67,6,-1,245883
5266,8,7216,mult,left,6,18,108,1,47,64,7,-1,254112
5266,8,6431,mult,left,7,24,168,1,26,53,8,-1,261556
1459,5,2856,mult,left,-1,-1,-1,-1,62,44,1,-2,387077
1459,5,1139,mult,left,-1,-1,-1,-1,46,51,2,-2,389229
1459,5,1038,add,right,-1,-1,-1,-1,67,49,3,-2,391278
1459,5,1107,mult,left,-1,-1,-1,-1,53,55,4,-2,393401
1459,5,4202,mult,left,3,7,21,1,64,61,5,-2,398617
1459,8,934,add,right,-1,-1,-1,-1,53,46,1,-1,402391
1459,8,657,mult,left,-1,-1,-1,-1,37,32,2,-1,404062
1459,8,722,mult,left,-1,-1,-1,-1,62,33,3,-1,405798
1459,8,686,add,right,-1,-1,-1,-1,65,48,4,-1,407500
1459,8,8361,mult,left,4,19,76,1,50,45,5,-1,416880
1459,8,6058,add,right,11,23,34,1,61,37,6,-1,423955
1459,8,2048,mult,left,10,23,230,1,62,31,7,-1,427017
1459,8,6591,mult,left,20,23,460,1,65,39,8,-1,434626
4645,5,2441,add,left,-1,-1,-1,-1,63,50,1,-2,231595
4645,5,572,add,left,-1,-1,-1,-1,49,54,2,-2,233181
4645,5,504,mult,right,-1,-1,-1,-1,50,43,3,-2,234697
4645,5,425,add,left,-1,-1,-1,-1,60,44,4,-2,236132
4645,5,12245,-1,-1,2,7,3,0,58,64,5,-2,249388
4645,8,748,add,left,-1,-1,-1,-1,51,55,1,-1,253967
4645,8,400,mult,right,-1,-1,-1,-1,44,54,2,-1,255378
4645,8,397,add,left,-1,-1,-1,-1,46,52,3,-1,256788
4645,8,345,mult,right,-1,-1,-1,-1,58,64,4,-1,258145
4645,8,10961,-1,-1,10,12,70,0,36,45,5,-1,270119
4645,8,4062,mult,right,3,4,12,1,45,59,6,-1,275194
4645,8,2438,add,left,10,20,30,1,32,60,7,-1,278640
4645,8,5158,add,left,17,22,39,1,68,67,8,-1,284809
5701,5,1628,mult,left,-1,-1,-1,-1,69,40,1,-2,392492
5701,5,2127,add,right,-1,-1,-1,-1,69,38,2,-2,395632
5701,5,624,add,right,-1,-1,-1,-1,65,49,3,-2,397269
5701,5,781,mult,left,-1,-1,-1,-1,69,34,4,-2,399063
5701,5,11317,add,right,8,23,31,1,69,35,5,-2,411391
5701,8,1576,add,right,-1,-1,-1,-1,69,39,1,-1,417476
5701,8,370,add,right,-1,-1,-1,-1,52,43,2,-1,418859
5701,8,2853,mult,left,-1,-1,-1,-1,61,22,3,-1,422730
5701,8,890,add,right,-1,-1,-1,-1,62,45,4,-1,424635
5701,8,17567,mult,left,12,20,240,1,61,37,5,-1,443216
5701,8,2513,add,right,1,5,6,1,58,23,6,-1,446746
5701,8,14236,mult,left,19,19,361,1,64,46,7,-1,461996
5701,8,7133,mult,left,6,12,72,1,63,34,8,-1,470143
5494,5,3467,add,right,-1,-1,-1,-1,50,56,1,-2,393354
5494,5,637,add,right,-1,-1,-1,-1,53,55,2,-2,395002
5494,5,1023,mult,left,-1,-1,-1,-1,46,49,3,-2,397034
5494,5,1409,mult,left,-1,-1,-1,-1,35,64,4,-2,399455
5494,5,32113,mult,left,4,24,96,1,40,54,5,-2,432581
5494,8,1683,add,right,-1,-1,-1,-1,64,43,1,-1,439141
5494,8,712,add,right,-1,-1,-1,-1,54,34,2,-1,440864
5494,8,645,mult,left,-1,-1,-1,-1,54,35,3,-1,442524
5494,8,428,mult,left,-1,-1,-1,-1,75,37,4,-1,443968
5494,8,21094,add,right,1,3,4,1,47,38,5,-1,466078
5494,8,11359,-1,-1,19,21,209,0,67,43,6,-1,478452
5494,8,3414,mult,left,3,10,30,1,76,46,7,-1,482879
5494,8,51694,mult,left,13,22,286,1,55,45,8,-1,535590
2830,5,2273,add,left,-1,-1,-1,-1,50,55,1,-2,216489
2830,5,810,add,left,-1,-1,-1,-1,45,33,2,-2,218313
2830,5,472,mult,right,-1,-1,-1,-1,43,28,3,-2,219795
2830,5,522,add,left,-1,-1,-1,-1,48,38,4,-2,221326
2830,5,12059,add,left,21,23,44,1,73,46,5,-2,234398
2830,8,1410,add,left,-1,-1,-1,-1,43,49,1,-1,238552
2830,8,178,add,left,-1,-1,-1,-1,37,47,2,-1,239742
2830,8,443,add,left,-1,-1,-1,-1,30,55,3,-1,241197
2830,8,429,mult,right,-1,-1,-1,-1,25,66,4,-1,242637
2830,8,3713,add,left,2,19,21,1,29,50,5,-1,247363
2830,8,3885,add,left,7,8,15,1,31,61,6,-1,252259
2830,8,1779,add,left,1,19,20,1,50,63,7,-1,255053
2830,8,5511,add,left,17,23,40,1,28,56,8,-1,261576
5561,5,3600,add,right,-1,-1,-1,-1,65,57,1,-2,249746
5561,5,1387,mult,left,-1,-1,-1,-1,66,50,2,-2,252146
5561,5,916,add,right,-1,-1,-1,-1,72,51,3,-2,254076
5561,5,480,add,right,-1,-1,-1,-1,65,40,4,-2,255570
5561,5,12030,mult,left,6,15,90,1,58,63,5,-2,268614
5561,8,1918,mult,left,-1,-1,-1,-1,66,63,1,-1,326091
5561,8,373,add,right,-1,-1,-1,-1,65,67,2,-1,327477
5561,8,415,mult,left,-1,-1,-1,-1,55,35,3,-1,328908
5561,8,546,add,right,-1,-1,-1,-1,63,62,4,-1,330468
5561,8,16243,add,right,18,22,40,1,70,66,5,-1,347726
5561,8,5604,add,right,2,8,10,1,40,62,6,-1,354344
5561,8,4211,add,right,3,11,14,1,74,49,7,-1,359570
5561,8,6998,add,right,2,24,26,1,63,66,8,-1,367586
4998,5,4176,add,left,-1,-1,-1,-1,62,30,1,-2,331810
4998,5,703,mult,right,-1,-1,-1,-1,64,35,2,-2,333520
4998,5,665,add,left,-1,-1,-1,-1,69,38,3,-2,335190
4998,5,648,add,left,-1,-1,-1,-1,70,28,4,-2,336845
4998,5,7423,mult,right,5,9,45,1,57,38,5,-2,345274
4998,8,1647,add,left,-1,-1,-1,-1,48,38,1,-1,351262
4998,8,452,mult,right,-1,-1,-1,-1,48,54,2,-1,352720
4998,8,394,mult,right,-1,-1,-1,-1,41,40,3,-1,354119
4998,8,413,add,left,-1,-1,-1,-1,47,43,4,-1,355538
4998,8,6979,add,left,12,17,29,1,29,38,5,-1,363524
4998,8,4530,add,left,18,21,39,1,41,37,6,-1,369060
4998,8,4702,mult,right,2,17,34,1,47,43,7,-1,374768
4998,8,22673,mult,right,13,19,247,1,29,31,8,-1,398448
5534,5,1908,mult,left,-1,-1,-1,-1,68,62,1,-2,251503
5534,5,1541,add,right,-1,-1,-1,-1,65,69,2,-2,254052
5534,5,880,add,right,-1,-1,-1,-1,71,62,3,-2,255939
5534,5,495,mult,left,-1,-1,-1,-1,57,62,4,-2,257440
5534,5,14904,mult,left,10,18,180,1,51,54,5,-2,273351
5534,8,1033,add,right,-1,-1,-1,-1,38,49,1,-1,277694
5534,8,409,mult,left,-1,-1,-1,-1,38,41,2,-1,279110
5534,8,465,add,right,-1,-1,-1,-1,32,42,3,-1,280582
5534,8,333,mult,left,-1,-1,-1,-1,50,31,4,-1,281922
5534,8,12000,mult,left,14,18,252,1,30,40,5,-1,294930
5534,8,10863,mult,left,4,14,56,1,26,53,6,-1,306799
5534,8,3985,mult,left,10,13,130,1,48,38,7,-1,311791
5534,8,11983,mult,left,16,24,384,1,40,40,8,-1,324781
4970,5,1426,mult,right,-1,-1,-1,-1,36,46,1,-2,204734
4970,5,470,mult,right,-1,-1,-1,-1,32,34,2,-2,206209
4970,5,372,mult,right,-1,-1,-1,-1,22,40,3,-2,207587
4970,5,700,add,left,-1,-1,-1,-1,45,51,4,-2,209293
4970,5,15218,-1,-1,9,23,107,0,47,34,5,-2,225518
4970,8,1236,add,left,-1,-1,-1,-1,38,64,1,-1,229093
4970,8,473,mult,right,-1,-1,-1,-1,43,65,2,-1,230573
4970,8,367,mult,right,-1,-1,-1,-1,47,56,3,-1,231946
4970,8,1470,add,left,-1,-1,-1,-1,36,50,4,-1,234422
4970,8,3992,mult,right,2,7,14,1,14,68,5,-1,239420
4970,8,21838,-1,-1,17,19,327,0,38,51,6,-1,262265
4970,8,6054,mult,right,11,13,143,1,50,51,7,-1,269323
4970,8,9060,mult,right,12,21,252,1,47,63,8,-1,279390
5329,5,4310,mult,right,-1,-1,-1,-1,61,37,1,-2,704878
5329,5,571,add,left,-1,-1,-1,-1,57,36,2,-2,706455
5329,5,635,mult,right,-1,-1,-1,-1,59,33,3,-2,708096
5329,5,681,add,left,-1,-1,-1,-1,38,31,4,-2,709783
5329,5,6250,mult,right,7,7,49,1,56,31,5,-2,717039
5329,8,1852,add,left,-1,-1,-1,-1,48,34,1,-1,730309
5329,8,638,add,left,-1,-1,-1,-1,62,54,2,-1,731953
5329,8,599,mult,right,-1,-1,-1,-1,66,36,3,-1,733557
5329,8,654,mult,right,-1,-1,-1,-1,51,48,4,-1,735216
5329,8,12598,add,left,16,21,37,1,58,48,5,-1,748820
5329,8,7827,add,left,11,17,28,1,68,32,6,-1,757653
5329,8,3966,mult,right,1,17,17,1,50,32,7,-1,762623
5329,8,21168,mult,right,9,12,108,1,60,48,8,-1,784796
5607,5,3110,mult,right,-1,-1,-1,-1,51,53,1,-2,341570
5607,5,2742,add,left,-1,-1,-1,-1,75,50,2,-2,345323
5607,5,3697,mult,right,-1,-1,-1,-1,53,50,3,-2,350032
5607,5,1036,mult,right,-1,-1,-1,-1,61,60,4,-2,352079
5607,5,4007,mult,right,11,11,121,1,65,59,5,-2,357094
5607,8,1780,add,left,-1,-1,-1,-1,45,55,1,-1,363747
5607,8,778,add,left,-1,-1,-1,-1,51,67,2,-1,365534
5607,8,581,mult,right,-1,-1,-1,-1,34,62,3,-1,367127
5607,8,542,add,left,-1,-1,-1,-1,45,50,4,-1,368681
5607,8,8751,mult,right,6,18,108,1,41,65,5,-1,378442
5607,8,5032,add,left,2,11,13,1,44,62,6,-1,384486
5607,8,10074,-1,-1,15,17,135,0,31,64,7,-1,395572
5607,8,4269,mult,right,10,12,120,1,38,68,8,-1,400854
5608,5,2051,mult,left,-1,-1,-1,-1,32,75,1,-2,274864
5608,5,1868,add,right,-1,-1,-1,-1,39,59,2,-2,277739
5608,5,1035,mult,left,-1,-1,-1,-1,40,73,3,-2,279782
5608,5,1821,mult,left,-1,-1,-1,-1,31,74,4,-2,282614
5608,5,15730,-1,-1,20,22,240,0,34,78,5,-2,299350
5608,8,1656,add,right,-1,-1,-1,-1,51,30,1,-1,303611
5608,8,1258,add,right,-1,-1,-1,-1,73,29,2,-1,305878
5608,8,503,mult,left,-1,-1,-1,-1,54,36,3,-1,307392
5608,8,520,mult,left,-1,-1,-1,-1,58,35,4,-1,308923
5608,8,30534,mult,left,3,16,48,1,66,46,5,-1,340464
5608,8,3387,mult,left,3,5,15,1,62,41,6,-1,344859
5608,8,18148,mult,left,3,14,42,1,63,56,7,-1,364016
5608,8,5324,add,right,6,21,27,1,63,31,8,-1,370347
4328,5,1968,add,right,-1,-1,-1,-1,52,55,1,-2,610481
4328,5,977,mult,left,-1,-1,-1,-1,40,57,2,-2,612465
4328,5,759,add,right,-1,-1,-1,-1,43,61,3,-2,614230
4328,5,715,mult,left,-1,-1,-1,-1,50,63,4,-2,615953
4328,5,8983,add,right,3,11,14,1,57,56,5,-2,625948
4328,8,2390,mult,left,-1,-1,-1,-1,50,29,1,-1,633398
4328,8,582,mult,left,-1,-1,-1,-1,47,50,2,-1,634993
4328,8,574,add,right,-1,-1,-1,-1,34,46,3,-1,636577
4328,8,638,mult,left,-1,-1,-1,-1,42,43,4,-1,638225
4328,8,24888,mult,left,7,9,63,1,24,54,5,-1,664124
4328,8,9392,add,right,14,22,36,1,36,58,6,-1,674529
4328,8,6110,add,right,3,8,11,1,49,59,7,-1,681649
4328,8,3054,add,right,6,21,27,1,18,53,8,-1,685713
4237,5,3050,mult,left,-1,-1,-1,-1,43,63,1,-2,426097
4237,5,1085,mult,left,-1,-1,-1,-1,47,46,2,-2,428188
4237,5,1215,add,right,-1,-1,-1,-1,45,66,3,-2,430409
4237,5,1776,add,right,-1,-1,-1,-1,44,58,4,-2,433191
4237,5,15555,add,right,11,23,34,1,40,70,5,-2,449753
4237,8,1885,mult,left,-1,-1,-1,-1,79,45,1,-1,458175
