subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
4539,5,3143,mult,left,-1,-1,-1,-1,49,38,1,-2,353682
4539,5,705,mult,left,-1,-1,-1,-1,51,48,2,-2,355404
4539,5,775,add,right,-1,-1,-1,-1,48,38,3,-2,357194
4539,5,785,add,right,-1,-1,-1,-1,50,60,4,-2,359001
4539,5,10505,add,right,9,22,31,1,61,47,5,-2,370520
4539,8,1187,mult,left,-1,-1,-1,-1,41,56,1,-1,377292
4539,8,483,mult,left,-1,-1,-1,-1,44,42,2,-1,378786
4539,8,443,mult,left,-1,-1,-1,-1,45,53,3,-1,380249
4539,8,479,add,right,-1,-1,-1,-1,33,51,4,-1,381741
4539,8,18981,mult,left,13,19,247,1,32,51,5,-1,401735
4539,8,3783,mult,left,10,10,100,1,43,55,6,-1,406534
4539,8,5226,add,right,11,18,29,1,42,35,7,-1,412771
4539,8,13979,mult,left,15,19,285,1,30,57,8,-1,427766
4700,5,3025,mult,right,-1,-1,-1,-1,47,55,1,-2,253712
4700,5,1743,add,left,-1,-1,-1,-1,37,58,2,-2,256463
4700,5,1626,add,left,-1,-1,-1,-1,30,58,3,-2,259096
4700,5,831,mult,right,-1,-1,-1,-1,37,60,4,-2,260934
4700,5,9146,mult,right,6,21,126,1,49,62,5,-2,271087
4700,8,1735,mult,right,-1,-1,-1,-1,57,57,1,-1,280059
4700,8,451,add,left,-1,-1,-1,-1,43,58,2,-1,281518
4700,8,562,add,left,-1,-1,-1,-1,54,54,3,-1,283089
4700,8,641,mult,right,-1,-1,-1,-1,62,41,4,-1,284738
4700,8,3431,mult,right,3,4,12,1,58,55,5,-1,289176
4700,8,8805,mult,right,9,18,162,1,56,52,6,-1,298989
4700,8,72138,-1,-1,16,17,267,0,44,54,7,-1,372133
4700,8,15642,mult,right,3,3,9,1,69,57,8,-1,388782
709,5,3610,mult,left,-1,-1,-1,-1,53,70,1,-2,280550
709,5,777,add,right,-1,-1,-1,-1,57,47,2,-2,282338
709,5,736,mult,left,-1,-1,-1,-1,63,59,3,-2,284085
709,5,659,mult,left,-1,-1,-1,-1,50,64,4,-2,285757
709,5,5704,add,right,9,24,33,1,63,66,5,-2,292472
709,8,1376,mult,left,-1,-1,-1,-1,64,44,1,-1,297311
709,8,589,add,right,-1,-1,-1,-1,64,37,2,-1,298914
709,8,418,mult,left,-1,-1,-1,-1,57,20,3,-1,300343
709,8,458,add,right,-1,-1,-1,-1,45,35,4,-1,301812
709,8,30830,mult,left,21,23,483,1,47,49,5,-1,333651
709,8,9762,mult,left,10,12,120,1,56,51,6,-1,344425
709,8,2552,add,right,2,9,11,1,41,32,7,-1,347988
709,8,3363,add,right,7,17,24,1,51,39,8,-1,352359
4191,5,1443,mult,right,-1,-1,-1,-1,42,59,1,-2,178045
4191,5,1035,add,left,-1,-1,-1,-1,53,69,2,-2,180088
4191,5,497,add,left,-1,-1,-1,-1,51,50,3,-2,181592
4191,5,492,add,left,-1,-1,-1,-1,61,59,4,-2,183090
4191,5,5466,add,left,1,4,5,1,50,64,5,-2,189563
4191,8,1406,add,left,-1,-1,-1,-1,46,55,1,-1,193507
4191,8,475,add,left,-1,-1,-1,-1,36,50,2,-1,194990
4191,8,517,mult,right,-1,-1,-1,-1,46,69,3,-1,196515
4191,8,400,mult,right,-1,-1,-1,-1,54,68,4,-1,197922
4191,8,8069,mult,right,2,20,40,1,54,63,5,-1,206998
4191,8,1886,add,left,2,6,8,1,57,67,6,-1,209891
4191,8,3446,add,left,12,24,36,1,51,63,7,-1,214344
4191,8,6164,add,left,19,22,41,1,51,43,8,-1,221516
4789,5,1304,mult,left,-1,-1,-1,-1,34,40,1,-2,252240
4789,5,466,add,right,-1,-1,-1,-1,38,53,2,-2,253712
4789,5,521,add,right,-1,-1,-1,-1,40,43,3,-2,255241
4789,5,554,mult,left,-1,-1,-1,-1,43,37,4,-2,256804
4789,5,8258,mult,left,2,16,32,1,45,45,5,-2,266069
4789,8,882,add,right,-1,-1,-1,-1,56,69,1,-1,270345
4789,8,417,add,right,-1,-1,-1,-1,27,60,2,-1,271767
4789,8,388,mult,left,-1,-1,-1,-1,67,64,3,-1,273166
4789,8,385,mult,left,-1,-1,-1,-1,73,61,4,-1,274563
4789,8,4073,add,right,4,17,21,1,53,49,5,-1,279644
4789,8,2818,mult,left,2,9,18,1,49,61,6,-1,283467
4789,8,3903,mult,left,6,11,66,1,42,55,7,-1,288379
4789,8,3852,add,right,13,22,35,1,41,72,8,-1,293237
2940,5,2605,add,left,-1,-1,-1,-1,49,36,1,-2,576212
2940,5,560,mult,right,-1,-1,-1,-1,67,58,2,-2,577796
2940,5,434,add,left,-1,-1,-1,-1,57,47,3,-2,579243
2940,5,454,mult,right,-1,-1,-1,-1,65,53,4,-2,580713
2940,5,4514,mult,right,8,20,160,1,59,41,5,-2,586248
2940,8,1110,mult,right,-1,-1,-1,-1,32,61,1,-1,591238
2940,8,498,mult,right,-1,-1,-1,-1,50,58,2,-1,592761
2940,8,448,add,left,-1,-1,-1,-1,39,39,3,-1,594239
2940,8,730,mult,right,-1,-1,-1,-1,43,53,4,-1,595994
2940,8,15264,mult,right,9,13,117,1,50,54,5,-1,612275
2940,8,5891,add,left,8,18,26,1,47,52,6,-1,619188
2940,8,3354,add,left,12,12,24,1,37,44,7,-1,623564
2940,8,3786,add,left,11,24,35,1,48,61,8,-1,628376
4193,5,1707,add,right,-1,-1,-1,-1,45,67,1,-2,221854
4193,5,588,add,right,-1,-1,-1,-1,45,64,2,-2,223453
4193,5,810,mult,left,-1,-1,-1,-1,55,49,3,-2,225270
4193,5,521,mult,left,-1,-1,-1,-1,43,50,4,-2,226803
4193,5,33698,add,right,18,19,37,1,49,78,5,-2,261510
4193,8,1048,mult,left,-1,-1,-1,-1,46,55,1,-1,266763
4193,8,466,add,right,-1,-1,-1,-1,50,67,2,-1,268240
4193,8,455,add,right,-1,-1,-1,-1,31,54,3,-1,269707
4193,8,490,add,right,-1,-1,-1,-1,37,57,4,-1,271205
4193,8,11256,mult,left,3,18,54,1,20,51,5,-1,283472
4193,8,8235,add,right,21,22,43,1,37,54,6,-1,292720
4193,8,5990,add,right,2,19,21,1,52,64,7,-1,299723
4193,8,5128,add,right,10,17,27,1,17,52,8,-1,305861
4893,5,1134,add,right,-1,-1,-1,-1,40,48,1,-2,195661
4893,5,526,mult,left,-1,-1,-1,-1,41,44,2,-2,197201
4893,5,399,mult,left,-1,-1,-1,-1,55,54,3,-2,198613
4893,5,365,add,right,-1,-1,-1,-1,41,49,4,-2,199991
4893,5,5370,add,right,14,15,29,1,30,52,5,-2,206374
4893,8,940,add,right,-1,-1,-1,-1,56,38,1,-1,210154
4893,8,326,mult,left,-1,-1,-1,-1,50,53,2,-1,211494
4893,8,386,mult,left,-1,-1,-1,-1,66,37,3,-1,212889
4893,8,392,mult,left,-1,-1,-1,-1,56,18,4,-1,214294
4893,8,9154,add,right,9,23,32,1,65,31,5,-1,224460
4893,8,6821,add,right,9,16,25,1,62,46,6,-1,232293
4893,8,1954,add,right,6,10,16,1,73,52,7,-1,235261
4893,8,1457,add,right,5,10,15,1,54,42,8,-1,237731
641,5,3834,add,left,-1,-1,-1,-1,61,61,1,-2,376717
641,5,134,mult,right,-1,-1,-1,-1,51,55,2,-2,377862
641,5,720,add,left,-1,-1,-1,-1,54,55,3,-2,379590
641,5,931,mult,right,-1,-1,-1,-1,37,55,4,-2,381532
641,5,5331,mult,right,8,8,64,1,63,71,5,-2,387874
641,8,1174,add,left,-1,-1,-1,-1,60,46,1,-1,401254
641,8,887,add,left,-1,-1,-1,-1,65,39,2,-1,403149
641,8,607,mult,right,-1,-1,-1,-1,65,48,3,-1,404763
641,8,622,mult,right,-1,-1,-1,-1,55,43,4,-1,406395
641,8,7711,add,left,11,12,23,1,73,34,5,-1,415113
641,8,3612,add,left,8,13,21,1,48,50,6,-1,419733
641,8,4438,add,left,11,17,28,1,54,23,7,-1,425180
641,8,6648,add,left,14,24,38,1,60,36,8,-1,432837
1912,5,2872,add,right,-1,-1,-1,-1,47,56,1,-2,413224
1912,5,3052,mult,left,-1,-1,-1,-1,30,45,2,-2,417294
1912,5,723,add,right,-1,-1,-1,-1,43,30,3,-2,419030
1912,5,424,mult,left,-1,-1,-1,-1,41,63,4,-2,420464
1912,5,11936,add,right,3,7,10,1,32,44,5,-2,433409
1912,8,1526,add,right,-1,-1,-1,-1,58,69,1,-1,439149
1912,8,334,mult,left,-1,-1,-1,-1,66,63,2,-1,440493
1912,8,624,mult,left,-1,-1,-1,-1,52,61,3,-1,442124
1912,8,528,add,right,-1,-1,-1,-1,55,65,4,-1,443661
1912,8,10684,add,right,11,21,32,1,43,58,5,-1,455358
1912,8,8603,add,right,15,22,37,1,55,58,6,-1,464970
1912,8,6837,add,right,7,21,28,1,68,71,7,-1,472820
1912,8,3067,add,right,9,10,19,1,59,67,8,-1,476896
4888,5,4211,mult,left,-1,-1,-1,-1,39,70,1,-2,459534
4888,5,3470,mult,left,-1,-1,-1,-1,34,84,2,-2,464016
4888,5,1050,add,right,-1,-1,-1,-1,45,72,3,-2,466083
4888,5,1899,mult,left,-1,-1,-1,-1,25,75,4,-2,468998
4888,5,6600,add,right,3,10,13,1,52,80,5,-2,476614
4888,8,2413,add,right,-1,-1,-1,-1,56,30,1,-1,483595
4888,8,1410,add,right,-1,-1,-1,-1,58,43,2,-1,486011
4888,8,787,mult,left,-1,-1,-1,-1,50,24,3,-1,487811
4888,8,1092,mult,left,-1,-1,-1,-1,61,53,4,-1,489912
4888,8,11025,mult,left,15,21,315,1,62,36,5,-1,501943
4888,8,6171,add,right,1,23,24,1,52,43,6,-1,509126
4888,8,4885,mult,left,5,20,100,1,60,48,7,-1,515024
4888,8,6395,mult,left,19,20,380,1,67,44,8,-1,522423
4620,5,2193,add,right,-1,-1,-1,-1,73,42,1,-2,422223
4620,5,2038,mult,left,-1,-1,-1,-1,82,31,2,-2,425269
4620,5,1380,mult,left,-1,-1,-1,-1,81,40,3,-2,427657
4620,5,747,mult,left,-1,-1,-1,-1,76,39,4,-2,429411
4620,5,28313,-1,-1,11,22,132,0,67,61,5,-2,458733
4620,8,2425,add,right,-1,-1,-1,-1,62,62,1,-1,465764
4620,8,423,add,right,-1,-1,-1,-1,48,51,2,-1,467194
4620,8,34741,mult,left,-1,-1,-1,-1,60,68,3,-1,502943
4620,8,468,mult,left,-1,-1,-1,-1,48,51,4,-1,504420
4620,8,13439,add,right,10,12,22,1,53,58,5,-1,518868
4620,8,6476,add,right,3,5,8,1,59,55,6,-1,526351
4620,8,43270,mult,left,22,24,528,1,63,61,7,-1,570629
4620,8,18243,mult,left,7,21,147,1,48,56,8,-1,589878
4550,5,1166,add,right,-1,-1,-1,-1,54,62,1,-2,211774
4550,5,489,mult,left,-1,-1,-1,-1,48,61,2,-2,213276
4550,5,357,add,right,-1,-1,-1,-1,31,77,3,-2,214646
4550,5,389,mult,left,-1,-1,-1,-1,39,72,4,-2,216046
4550,5,25489,add,right,16,17,33,1,51,69,5,-2,242546
4550,8,622,add,right,-1,-1,-1,-1,46,72,1,-1,245573
4550,8,345,mult,left,-1,-1,-1,-1,33,71,2,-1,246931
4550,8,404,mult,left,-1,-1,-1,-1,39,62,3,-1,248344
4550,8,346,add,right,-1,-1,-1,-1,53,72,4,-1,249702
4550,8,4912,add,right,3,11,14,1,46,64,5,-1,255622
4550,8,2466,add,right,3,10,13,1,44,57,6,-1,259095
4550,8,4545,add,right,10,11,21,1,53,69,7,-1,264652
4550,8,4646,add,right,11,15,26,1,53,60,8,-1,270306
3205,5,2532,mult,left,-1,-1,-1,-1,65,43,1,-2,318802
3205,5,2005,add,right,-1,-1,-1,-1,56,68,2,-2,321816
3205,5,686,add,right,-1,-1,-1,-1,52,56,3,-2,323512
3205,5,630,mult,left,-1,-1,-1,-1,55,38,4,-2,325154
3205,5,5745,add,right,7,22,29,1,62,49,5,-2,331908
3205,8,2567,mult,left,-1,-1,-1,-1,38,54,1,-1,338042
3205,8,59,mult,left,-1,-1,-1,-1,52,59,2,-1,339110
3205,8,682,add,right,-1,-1,-1,-1,47,74,3,-1,340805
3205,8,438,add,right,-1,-1,-1,-1,54,61,4,-1,342256
3205,8,2870,add,right,2,14,16,1,49,49,5,-1,346134
3205,8,3368,add,right,17,17,34,1,55,59,6,-1,350511
3205,8,2880,add,right,17,22,39,1,43,66,7,-1,354401
3205,8,2193,add,right,3,11,14,1,53,52,8,-1,357605
2159,5,3693,mult,right,-1,-1,-1,-1,50,55,1,-2,292626
2159,5,1262,add,left,-1,-1,-1,-1,46,51,2,-2,294892
2159,5,578,mult,right,-1,-1,-1,-1,56,53,3,-2,296473
2159,5,483,add,left,-1,-1,-1,-1,61,66,4,-2,297958
2159,5,7745,add,left,11,19,30,1,44,59,5,-2,306706
2159,8,1006,mult,right,-1,-1,-1,-1,20,31,1,-1,315715
2159,8,359,add,left,-1,-1,-1,-1,34,43,2,-1,317077
2159,8,316,mult,right,-1,-1,-1,-1,51,51,3,-1,318396
2159,8,354,add,left,-1,-1,-1,-1,58,35,4,-1,319754
2159,8,5403,mult,right,1,7,7,1,53,41,5,-1,326159
2159,8,9544,mult,right,11,15,165,1,50,36,6,-1,336705
2159,8,4777,mult,right,6,14,84,1,34,48,7,-1,342484
2159,8,4565,mult,right,4,14,56,1,42,52,8,-1,348052
2249,5,2456,mult,right,-1,-1,-1,-1,54,34,1,-2,3192640
2249,5,1070,add,left,-1,-1,-1,-1,50,45,2,-2,3194722
2249,5,516,add,left,-1,-1,-1,-1,38,44,3,-2,3196251
2249,5,424,add,left,-1,-1,-1,-1,48,40,4,-2,3197682
2249,5,5414,add,left,7,11,18,1,48,34,5,-2,3204107
2249,8,5429,add,left,-1,-1,-1,-1,35,69,1,-1,3214185
2249,8,528,mult,right,-1,-1,-1,-1,28,68,2,-1,3215722
2249,8,451,mult,right,-1,-1,-1,-1,32,70,3,-1,3217187
2249,8,473,add,left,-1,-1,-1,-1,31,71,4,-1,3218672
2249,8,6540,mult,right,9,11,99,1,55,80,5,-1,3226225
2249,8,5793,mult,right,5,7,35,1,31,59,6,-1,3233029
2249,8,2023,add,left,10,10,20,1,43,63,7,-1,3236066
2249,8,1854,add,left,20,21,41,1,43,67,8,-1,3238929
1896,5,4955,mult,right,-1,-1,-1,-1,66,36,1,-2,461383
1896,5,1190,add,left,-1,-1,-1,-1,59,47,2,-2,463582
1896,5,749,add,left,-1,-1,-1,-1,75,38,3,-2,465342
1896,5,693,mult,right,-1,-1,-1,-1,66,48,4,-2,467045
1896,5,20624,-1,-1,5,24,76,0,66,32,5,-2,488679
1896,8,1468,add,left,-1,-1,-1,-1,48,68,1,-1,503517
1896,8,618,mult,right,-1,-1,-1,-1,44,56,2,-1,505147
1896,8,393,add,left,-1,-1,-1,-1,45,63,3,-1,506549
1896,8,399,mult,right,-1,-1,-1,-1,50,63,4,-1,507958
1896,8,7584,add,left,6,23,29,1,33,55,5,-1,516549
1896,8,5786,add,left,8,24,32,1,48,58,6,-1,523346
1896,8,2088,mult,right,2,3,6,1,28,59,7,-1,526445
1896,8,19836,add,left,18,23,41,1,53,57,8,-1,547292
4655,5,4273,mult,right,-1,-1,-1,-1,65,41,1,-2,814618
4655,5,1656,add,left,-1,-1,-1,-1,70,38,2,-2,817284
4655,5,980,mult,right,-1,-1,-1,-1,51,29,3,-2,819273
4655,5,768,add,left,-1,-1,-1,-1,48,45,4,-2,821048
4655,5,34282,mult,right,18,24,432,1,66,45,5,-2,856339
4655,8,2545,mult,right,-1,-1,-1,-1,74,55,1,-1,864416
4655,8,730,mult,right,-1,-1,-1,-1,64,64,2,-1,866154
4655,8,692,mult,right,-1,-1,-1,-1,62,52,3,-1,867853
4655,8,603,add,left,-1,-1,-1,-1,57,49,4,-1,869464
4655,8,12041,-1,-1,3,8,48,0,62,44,5,-1,882511
4655,8,2312,add,left,1,19,20,1,59,47,6,-1,885832
4655,8,7884,-1,-1,3,17,31,0,65,55,7,-1,894725
4655,8,2131,mult,right,3,10,30,1,75,48,8,-1,897860
3713,5,1851,add,left,-1,-1,-1,-1,57,50,1,-2,534780
3713,5,693,mult,right,-1,-1,-1,-1,55,60,2,-2,536483
3713,5,399,add,left,-1,-1,-1,-1,56,41,3,-2,537891
3713,5,394,add,left,-1,-1,-1,-1,65,63,4,-2,539297
3713,5,52385,add,left,1,7,8,1,64,54,5,-2,592694
3713,8,922,mult,right,-1,-1,-1,-1,52,49,1,-1,596243
3713,8,340,add,left,-1,-1,-1,-1,58,68,2,-1,597632
3713,8,482,mult,right,-1,-1,-1,-1,68,53,3,-1,599190
3713,8,332,mult,right,-1,-1,-1,-1,38,66,4,-1,600534
3713,8,5087,add,left,10,18,28,1,56,64,5,-1,606633
3713,8,1420,add,left,1,16,17,1,47,71,6,-1,609065
3713,8,4747,add,left,13,20,33,1,51,70,7,-1,614823
3713,8,2621,add,left,19,20,39,1,45,49,8,-1,618453
4596,5,7299,mult,left,-1,-1,-1,-1,52,48,1,-2,866377
4596,5,1281,mult,left,-1,-1,-1,-1,48,36,2,-2,868670
4596,5,2375,add,right,-1,-1,-1,-1,47,31,3,-2,872052
4596,5,597,add,right,-1,-1,-1,-1,53,30,4,-2,873657
4596,5,50796,mult,left,14,22,308,1,61,49,5,-2,925461
4596,8,2907,mult,left,-1,-1,-1,-1,66,65,1,-1,938683
4596,8,672,mult,left,-1,-1,-1,-1,54,66,2,-1,940363
4596,8,971,mult,left,-1,-1,-1,-1,54,61,3,-1,942342
4596,8,688,add,right,-1,-1,-1,-1,44,60,4,-1,944038
4596,8,6225,add,right,7,20,27,1,46,65,5,-1,951275
4596,8,12182,add,right,14,19,33,1,65,64,6,-1,964470
4596,8,2086,add,right,10,22,32,1,65,48,7,-1,967569
4596,8,2104,add,right,3,11,14,1,49,54,8,-1,970684
351,5,3219,add,left,-1,-1,-1,-1,61,55,1,-2,317162
351,5,1059,add,left,-1,-1,-1,-1,41,59,2,-2,319236
351,5,632,add,left,-1,-1,-1,-1,59,52,3,-2,320878
351,5,1081,mult,right,-1,-1,-1,-1,68,51,4,-2,322969
351,5,7051,mult,right,1,10,10,1,61,54,5,-2,331031
351,8,1351,add,left,-1,-1,-1,-1,51,37,1,-1,337906
351,8,1639,mult,right,-1,-1,-1,-1,38,36,2,-1,340553
351,8,666,mult,right,-1,-1,-1,-1,49,46,3,-1,342232
351,8,533,mult,right,-1,-1,-1,-1,58,38,4,-1,343780
351,8,3550,add,left,4,11,15,1,51,53,5,-1,348342
351,8,4667,add,left,5,5,10,1,54,37,6,-1,354021
351,8,1904,mult,right,4,6,24,1,57,38,7,-1,356938
351,8,56172,mult,right,24,24,576,1,55,35,8,-1,414122
4793,5,2955,add,right,-1,-1,-1,-1,56,42,1,-2,384369
4793,5,886,mult,left,-1,-1,-1,-1,55,45,2,-2,386268
4793,5,612,add,right,-1,-1,-1,-1,56,41,3,-2,387890
4793,5,456,mult,left,-1,-1,-1,-1,68,43,4,-2,389358
4793,5,3910,mult,left,4,22,88,1,55,31,5,-2,394280
4793,8,842,add,right,-1,-1,-1,-1,53,75,1,-1,397709
4793,8,455,mult,left,-1,-1,-1,-1,43,69,2,-1,399173
4793,8,438,mult,left,-1,-1,-1,-1,44,58,3,-1,400624
4793,8,381,add,right,-1,-1,-1,-1,48,62,4,-1,402018
4793,8,1840,add,right,1,12,13,1,37,73,5,-1,404868
4793,8,12407,-1,-1,9,13,97,0,35,74,6,-1,418286
4793,8,2947,mult,left,2,4,8,1,49,53,7,-1,422245
4793,8,2032,mult,left,20,20,400,1,37,69,8,-1,425286
4774,5,2377,mult,left,-1,-1,-1,-1,50,41,1,-2,386134
4774,5,647,mult,left,-1,-1,-1,-1,60,53,2,-2,387792
4774,5,601,mult,left,-1,-1,-1,-1,74,52,3,-2,389403
4774,5,793,add,right,-1,-1,-1,-1,56,32,4,-2,391206
4774,5,5975,mult,left,10,10,100,1,65,34,5,-2,398192
4774,8,1318,add,right,-1,-1,-1,-1,57,56,1,-1,402433
4774,8,506,add,right,-1,-1,-1,-1,54,63,2,-1,403948
4774,8,353,mult,left,-1,-1,-1,-1,50,64,3,-1,405307
4774,8,549,add,right,-1,-1,-1,-1,45,54,4,-1,406866
4774,8,5654,add,right,7,13,20,1,50,46,5,-1,413529
4774,8,9076,add,right,14,24,38,1,57,54,6,-1,423613
4774,8,17334,mult,left,7,8,56,1,37,49,7,-1,441956
4774,8,4370,add,right,19,21,40,1,57,54,8,-1,447336
589,5,2835,mult,left,-1,-1,-1,-1,45,76,1,-2,254592
589,5,833,mult,left,-1,-1,-1,-1,37,59,2,-2,256436
589,5,756,add,right,-1,-1,-1,-1,44,77,3,-2,258203
589,5,796,mult,left,-1,-1,-1,-1,40,58,4,-2,260010
589,5,8945,add,right,2,20,22,1,36,58,5,-2,269967
589,8,1355,add,right,-1,-1,-1,-1,41,30,1,-1,274825
589,8,566,add,right,-1,-1,-1,-1,44,51,2,-1,276404
589,8,382,add,right,-1,-1,-1,-1,37,51,3,-1,277798
589,8,392,mult,left,-1,-1,-1,-1,35,41,4,-1,279203
589,8,6569,mult,left,10,21,210,1,36,38,5,-1,286780
589,8,2385,add,right,17,17,34,1,34,41,6,-1,290178
589,8,3878,add,right,21,24,45,1,34,32,7,-1,295068
589,8,3021,add,right,16,19,35,1,47,53,8,-1,299103
611,5,1727,add,left,-1,-1,-1,-1,43,58,1,-2,274821
611,5,857,mult,right,-1,-1,-1,-1,39,56,2,-2,276688
611,5,628,add,left,-1,-1,-1,-1,41,70,3,-2,278327
611,5,1839,add,left,-1,-1,-1,-1,41,64,4,-2,281176
611,5,15462,add,left,5,20,25,1,34,52,5,-2,297647
611,8,1460,mult,right,-1,-1,-1,-1,46,58,1,-1,304413
611,8,436,add,left,-1,-1,-1,-1,62,50,2,-1,305861
611,8,393,mult,right,-1,-1,-1,-1,58,54,3,-1,307263
611,8,412,add,left,-1,-1,-1,-1,63,70,4,-1,308683
611,8,4340,add,left,4,17,21,1,48,49,5,-1,314035
611,8,2227,add,left,4,8,12,1,47,43,6,-1,317272
611,8,1559,add,left,3,6,9,1,65,49,7,-1,319843
611,8,7566,mult,right,21,24,504,1,67,40,8,-1,328416
4723,5,1807,mult,left,-1,-1,-1,-1,53,33,1,-2,181541
4723,5,587,mult,left,-1,-1,-1,-1,57,44,2,-2,183143
4723,5,1273,mult,left,-1,-1,-1,-1,53,42,3,-2,185427
4723,5,808,add,right,-1,-1,-1,-1,56,42,4,-2,187246
4723,5,6381,mult,left,3,17,51,1,67,38,5,-2,194648
4723,8,2326,add,right,-1,-1,-1,-1,41,45,1,-1,199896
4723,8,543,add,right,-1,-1,-1,-1,25,50,2,-1,201459
4723,8,466,mult,left,-1,-1,-1,-1,47,54,3,-1,202942
4723,8,632,mult,left,-1,-1,-1,-1,43,54,4,-1,204586
4723,8,6263,mult,left,2,18,36,1,37,46,5,-1,211867
4723,8,3710,mult,left,8,20,160,1,35,54,6,-1,216595
4723,8,10025,mult,left,14,16,224,1,46,47,7,-1,227637
4723,8,13829,-1,-1,16,18,268,0,57,59,8,-1,242477
2746,5,11466,add,left,-1,-1,-1,-1,41,43,1,-2,511626
2746,5,2888,mult,right,-1,-1,-1,-1,60,40,2,-2,515525
2746,5,1546,mult,right,-1,-1,-1,-1,50,57,3,-2,518090
2746,5,2054,mult,right,-1,-1,-1,-1,43,48,4,-2,521158
2746,5,8602,add,left,15,21,36,1,49,33,5,-2,530776
2746,8,2914,mult,right,-1,-1,-1,-1,31,60,1,-1,538858
2746,8,1733,add,left,-1,-1,-1,-1,46,56,2,-1,541634
2746,8,1744,mult,right,-1,-1,-1,-1,33,37,3,-1,544392
2746,8,874,add,left,-1,-1,-1,-1,41,50,4,-1,546278
2746,8,37022,mult,right,21,24,504,1,20,47,5,-1,584318
2746,8,6690,mult,right,10,12,120,1,36,52,6,-1,592032
2746,8,11970,mult,right,6,13,78,1,40,49,7,-1,605011
2746,8,2600,mult,right,5,5,25,1,61,44,8,-1,608631
4518,5,3049,add,left,-1,-1,-1,-1,58,32,1,-2,429717
4518,5,1102,mult,right,-1,-1,-1,-1,65,29,2,-2,431830
4518,5,817,mult,right,-1,-1,-1,-1,47,48,3,-2,433658
4518,5,485,mult,right,-1,-1,-1,-1,56,40,4,-2,435156
4518,5,16516,add,left,11,17,28,1,63,53,5,-2,452683
4518,8,2103,mult,right,-1,-1,-1,-1,35,65,1,-1,457698
4518,8,653,mult,right,-1,-1,-1,-1,21,64,2,-1,459363
4518,8,558,add,left,-1,-1,-1,-1,23,62,3,-1,460933
4518,8,535,mult,right,-1,-1,-1,-1,24,63,4,-1,462479
4518,8,10149,add,left,21,21,42,1,22,60,5,-1,473638
4518,8,20093,mult,right,20,24,480,1,30,51,6,-1,494741
4518,8,4609,add,left,12,14,26,1,29,62,7,-1,500362
4518,8,5035,mult,right,2,21,42,1,34,69,8,-1,506409
964,5,2185,add,right,-1,-1,-1,-1,33,58,1,-2,348092
964,5,2108,add,right,-1,-1,-1,-1,38,45,2,-2,351207
964,5,2396,mult,left,-1,-1,-1,-1,35,62,3,-2,354609
964,5,2772,mult,left,-1,-1,-1,-1,43,41,4,-2,358390
964,5,16238,mult,left,11,12,132,1,40,60,5,-2,375634
964,8,1468,add,right,-1,-1,-1,-1,38,57,1,-1,384016
964,8,647,mult,left,-1,-1,-1,-1,41,44,2,-1,385671
964,8,555,add,right,-1,-1,-1,-1,55,70,3,-1,387234
964,8,425,add,right,-1,-1,-1,-1,47,70,4,-1,388669
964,8,6992,add,right,9,22,31,1,51,57,5,-1,396668
964,8,7542,mult,left,18,20,360,1,51,67,6,-1,405218
964,8,20178,mult,left,17,19,323,1,47,60,7,-1,426407
964,8,2048,mult,left,2,12,24,1,39,48,8,-1,429465
4818,5,2445,add,right,-1,-1,-1,-1,55,67,1,-2,384557
4818,5,556,add,right,-1,-1,-1,-1,56,71,2,-2,386125
4818,5,2260,mult,left,-1,-1,-1,-1,61,66,3,-2,389401
4818,5,1753,add,right,-1,-1,-1,-1,66,51,4,-2,392168
4818,5,18817,mult,left,4,8,32,1,43,46,5,-2,412003
4818,8,1390,mult,left,-1,-1,-1,-1,62,60,1,-1,421044
4818,8,3125,mult,left,-1,-1,-1,-1,44,50,2,-1,425180
4818,8,629,add,right,-1,-1,-1,-1,45,51,3,-1,426826
4818,8,407,add,right,-1,-1,-1,-1,54,68,4,-1,428240
4818,8,5753,add,right,10,22,32,1,57,65,5,-1,435006
4818,8,2748,add,right,7,18,25,1,42,46,6,-1,438758
4818,8,7884,add,right,17,21,38,1,60,62,7,-1,447660
4818,8,2302,add,right,13,20,33,1,53,56,8,-1,450966
4845,5,3492,mult,left,-1,-1,-1,-1,58,33,1,-2,222347
4845,5,808,add,right,-1,-1,-1,-1,74,39,2,-2,224164
4845,5,591,mult,left,-1,-1,-1,-1,69,35,3,-2,225764
4845,5,596,mult,left,-1,-1,-1,-1,74,60,4,-2,227368
4845,5,2472,add,right,6,24,30,1,65,25,5,-2,230847
4845,8,1620,mult,left,-1,-1,-1,-1,42,36,1,-1,235381
4845,8,431,add,right,-1,-1,-1,-1,46,53,2,-1,236821
4845,8,493,add,right,-1,-1,-1,-1,39,38,3,-1,238325
4845,8,390,add,right,-1,-1,-1,-1,35,29,4,-1,239728
4845,8,2906,mult,left,10,12,120,1,33,42,5,-1,243643
4845,8,3647,add,right,14,16,30,1,29,36,6,-1,248298
4845,8,5083,mult,left,11,18,198,1,43,33,7,-1,254393
4845,8,5375,add,right,22,23,45,1,46,32,8,-1,260779
1004,5,3039,add,right,-1,-1,-1,-1,42,62,1,-2,299010
